order_date,region,segment,shipping_mode,category,product_name,quantity,discount,sales,profit,anomaly,sales_per_quantity
2023-07-06,West,Home Office,Same Day,Electronics,Monitor,2,0.22,8975.84,1734.8,0,4487.92
2026-01-18,East,Corporate,Standard Class,Electronics,Laptop,5,0.22,22986.15,5543.7,0,4597.2300000000005
2025-02-03,West,Consumer,Second Class,Electronics,Smartphone,3,0.13,16473.52,4640.4,0,5491.173333333333
2026-02-09,North,Consumer,Second Class,Office Supplies,Storage Box,5,0.12,2990.4,761.22,0,598.08
2024-06-23,West,Consumer,Same Day,Office Supplies,Storage Box,7,0.12,3897.83,515.11,0,556.8328571428572
2023-11-18,West,Corporate,Standard Class,Electronics,Monitor,4,0.22,31946.08,8820.19,0,7986.52
2025-03-23,North,Corporate,Second Class,Furniture,Sofa,4,0.15,12676.33,2530.64,0,3169.0825
2025-09-04,South,Consumer,Second Class,Electronics,Tablet,4,0.21,15889.81,4085.14,0,3972.4525
2025-08-09,East,Corporate,Same Day,Electronics,Laptop,2,0.09,12742.33,1719.15,0,6371.165
2026-01-09,West,Consumer,Second Class,Office Supplies,Printer,3,0.19,1514.14,227.96,0,504.71333333333337
2025-03-19,South,Corporate,Standard Class,Office Supplies,Notebook,5,0.22,2295.03,460.95,0,459.00600000000003
2026-01-30,West,Home Office,Second Class,Furniture,Table,5,0.0,13790.96,1866.21,0,2758.192
2026-03-26,East,Home Office,Second Class,Furniture,Sofa,8,0.11,14077.97,3191.68,0,1759.74625
2025-05-08,South,Corporate,Standard Class,Furniture,Desk,2,0.24,4470.93,657.9,0,2235.465
2025-07-28,East,Corporate,Same Day,Furniture,Sofa,4,0.06,12514.14,1771.77,0,3128.535
2025-11-04,South,Corporate,Standard Class,Office Supplies,Notebook,8,0.01,6651.13,1459.31,0,831.39125
2024-01-16,North,Home Office,Standard Class,Furniture,Sofa,8,0.01,17797.47,4705.76,0,2224.68375
2023-09-12,South,Corporate,Second Class,Furniture,Chair,5,0.04,15391.42,4528.96,0,3078.284
2025-05-18,South,Home Office,First Class,Furniture,Sofa,6,0.09,11801.46,1760.82,0,1966.9099999999999
2025-03-13,South,Corporate,First Class,Office Supplies,Storage Box,8,0.09,4749.64,743.32,0,593.705
2024-01-21,South,Home Office,Standard Class,Office Supplies,Storage Box,2,0.07,100.0,29.51,0,50.0
2025-06-14,South,Corporate,Second Class,Office Supplies,Printer,6,0.17,2864.92,720.94,0,477.4866666666667
2025-01-06,East,Consumer,Same Day,Furniture,Table,7,0.01,18368.42,5032.25,0,2624.06
2024-12-04,West,Corporate,Standard Class,Furniture,Sofa,2,0.09,9245.37,2630.44,0,4622.685
2023-09-29,North,Home Office,Standard Class,Furniture,Sofa,1,0.1,1616.21,384.31,0,1616.21
2026-01-23,West,Home Office,Second Class,Office Supplies,Storage Box,2,0.05,1042.32,206.94,0,521.16
2023-08-07,North,Consumer,Same Day,Furniture,Desk,4,0.18,10699.53,2444.53,0,2674.8825
2023-10-04,South,Corporate,Standard Class,Office Supplies,Printer,1,0.15,1132.92,262.42,0,1132.92
2024-04-12,South,Consumer,Standard Class,Office Supplies,Storage Box,7,0.05,3582.16,434.14,0,511.7371428571428
2025-11-14,West,Corporate,Standard Class,Office Supplies,Notebook,7,0.14,6339.88,796.4,0,905.6971428571429
2025-04-29,East,Consumer,First Class,Electronics,Laptop,8,0.22,31351.62,3942.18,0,3918.9525
2023-08-19,North,Corporate,Standard Class,Furniture,Table,3,0.0,11320.61,2703.92,0,3773.536666666667
2024-11-20,North,Home Office,Standard Class,Furniture,Sofa,8,0.24,18009.69,4037.87,0,2251.21125
2026-01-29,South,Home Office,First Class,Electronics,Tablet,3,0.06,12330.97,2268.29,0,4110.323333333333
2023-09-11,East,Home Office,Second Class,Electronics,Smartphone,4,0.04,15397.27,4017.56,0,3849.3175
2023-08-14,South,Consumer,Second Class,Office Supplies,Pen,6,0.13,3279.69,769.15,0,546.615
2024-10-21,South,Corporate,Standard Class,Office Supplies,Notebook,4,0.03,3053.97,906.27,0,763.4925
2023-11-22,East,Home Office,Same Day,Office Supplies,Notebook,5,0.07,2719.68,767.13,0,543.9359999999999
2025-09-05,North,Consumer,Same Day,Electronics,Laptop,1,0.2,4847.43,1310.96,0,4847.43
2026-04-30,East,Corporate,Second Class,Furniture,Table,4,0.07,11708.83,2776.34,0,2927.2075
2025-06-05,East,Consumer,Same Day,Furniture,Table,1,0.2,2229.95,540.08,0,2229.95
2024-05-28,South,Consumer,Same Day,Office Supplies,Notebook,2,0.05,1319.72,208.86,0,659.86
2024-02-02,West,Consumer,First Class,Furniture,Chair,1,0.06,2969.63,867.99,0,2969.63
2026-03-11,West,Consumer,Same Day,Electronics,Laptop,5,0.25,26787.99,4920.92,0,5357.598
2025-08-31,West,Consumer,First Class,Office Supplies,Printer,4,0.0,2300.06,386.71,0,575.015
2023-11-18,South,Corporate,Second Class,Furniture,Chair,3,0.23,9760.51,1876.58,0,3253.5033333333336
2025-04-03,South,Home Office,Same Day,Electronics,Monitor,1,0.03,4375.53,1000.97,0,4375.53
2025-03-31,East,Consumer,Standard Class,Electronics,Monitor,1,0.19,3291.78,731.89,0,3291.78
2024-08-06,North,Home Office,Same Day,Office Supplies,Pen,6,0.1,2902.29,794.33,0,483.715
2025-03-28,East,Home Office,First Class,Furniture,Table,2,0.19,3323.29,663.02,0,1661.645
2024-08-13,South,Home Office,Second Class,Electronics,Smartphone,5,0.07,19551.7,4880.47,0,3910.34
2024-12-30,South,Consumer,Second Class,Office Supplies,Pen,2,0.19,1190.3,331.02,0,595.15
2026-03-30,North,Corporate,Second Class,Electronics,Laptop,6,0.09,41014.66,6323.63,0,6835.776666666668
2024-07-24,North,Home Office,First Class,Office Supplies,Printer,8,0.16,3080.29,384.27,0,385.03625
2023-09-29,South,Consumer,Standard Class,Furniture,Sofa,3,0.08,6609.9,1260.58,0,2203.2999999999997
2025-10-11,North,Corporate,Second Class,Office Supplies,Storage Box,4,0.2,2825.66,739.92,0,706.415
2024-04-27,East,Corporate,Second Class,Office Supplies,Storage Box,8,0.21,3913.64,474.56,0,489.205
2024-05-04,South,Corporate,Same Day,Furniture,Table,4,0.0,14865.18,3752.4,0,3716.295
2024-11-05,South,Home Office,Second Class,Furniture,Table,6,0.03,15586.64,3713.32,0,2597.773333333333
2026-02-26,East,Home Office,Standard Class,Furniture,Table,4,0.24,6112.71,837.63,0,1528.1775
2025-08-29,West,Corporate,Same Day,Electronics,Smartphone,5,0.02,45599.57,8010.82,0,9119.914
2024-03-23,North,Consumer,Same Day,Furniture,Chair,5,0.04,15867.09,3652.8,0,3173.418
2024-06-08,North,Home Office,First Class,Electronics,Monitor,3,0.13,12648.69,2159.81,0,4216.2300000000005
2023-12-02,West,Home Office,Second Class,Office Supplies,Pen,1,0.05,939.05,204.82,0,939.05
2023-08-14,North,Consumer,First Class,Electronics,Smartphone,2,0.1,11098.3,3196.28,0,5549.15
2025-04-17,North,Corporate,First Class,Office Supplies,Pen,7,0.07,5104.46,1456.13,0,729.2085714285714
2024-12-03,North,Home Office,Same Day,Electronics,Smartphone,1,0.06,7139.67,1328.55,0,7139.67
2026-04-18,South,Consumer,First Class,Office Supplies,Pen,5,0.0,2862.41,721.53,0,572.482
2024-12-18,West,Home Office,Standard Class,Office Supplies,Notebook,4,0.09,2227.81,423.55,0,556.9525
2026-01-23,South,Corporate,First Class,Furniture,Desk,7,0.19,19368.39,5658.34,0,2766.912857142857
2023-12-25,East,Home Office,Same Day,Furniture,Chair,8,0.03,22530.25,5993.1,0,2816.28125
2024-03-24,North,Corporate,Second Class,Office Supplies,Pen,8,0.07,5631.79,1373.92,0,703.97375
2023-09-09,West,Consumer,First Class,Office Supplies,Printer,5,0.23,2562.39,731.73,0,512.478
2025-11-03,East,Consumer,Same Day,Furniture,Desk,1,0.1,3499.86,735.2,0,3499.86
2026-02-21,West,Home Office,Same Day,Furniture,Chair,5,0.0,15407.72,3902.37,0,3081.544
2026-01-11,South,Home Office,Same Day,Furniture,Chair,1,0.01,2798.54,827.2,0,2798.54
2025-09-02,North,Corporate,First Class,Electronics,Laptop,1,0.22,6037.03,881.8,0,6037.03
2023-11-26,North,Consumer,Standard Class,Furniture,Table,5,0.13,15892.7,3454.91,0,3178.54
2026-02-26,East,Consumer,Standard Class,Furniture,Sofa,3,0.07,6118.83,1523.38,0,2039.61
2024-05-28,North,Corporate,Standard Class,Office Supplies,Storage Box,4,0.2,2521.28,384.79,0,630.32
2024-03-06,East,Consumer,Standard Class,Furniture,Desk,7,0.11,13579.87,2893.66,0,1939.9814285714288
2025-08-26,West,Corporate,Same Day,Office Supplies,Storage Box,8,0.1,6809.74,1271.76,0,851.2175
2024-08-04,South,Corporate,Same Day,Office Supplies,Storage Box,6,0.08,3494.91,874.71,0,582.485
2026-03-01,South,Corporate,Standard Class,Electronics,Monitor,8,0.0,49319.86,9766.52,0,6164.9825
2023-12-30,East,Corporate,Second Class,Office Supplies,Storage Box,7,0.19,4659.74,930.6,0,665.6771428571428
2023-11-05,South,Corporate,Standard Class,Furniture,Chair,6,0.24,18146.41,4568.64,0,3024.4016666666666
2025-02-01,West,Home Office,Same Day,Furniture,Chair,3,0.01,8773.07,2592.83,0,2924.3566666666666
2024-04-14,North,Corporate,First Class,Office Supplies,Printer,6,0.18,4193.77,811.74,0,698.9616666666667
2023-05-30,South,Consumer,First Class,Furniture,Chair,6,0.15,13534.96,3409.73,0,2255.8266666666664
2026-02-17,East,Home Office,Standard Class,Electronics,Laptop,5,0.04,18213.13,4846.2,0,3642.626
2026-01-20,East,Home Office,Standard Class,Furniture,Sofa,5,0.05,9096.94,1448.25,0,1819.3880000000001
2026-01-02,North,Home Office,Same Day,Furniture,Chair,3,0.24,7186.4,1313.36,0,2395.4666666666667
2024-03-12,East,Home Office,First Class,Furniture,Chair,3,0.18,5615.37,1223.09,0,1871.79
2025-01-07,South,Corporate,Second Class,Furniture,Desk,8,0.02,25765.07,3141.98,0,3220.63375
2025-08-05,East,Home Office,Same Day,Office Supplies,Notebook,7,0.07,3118.75,504.31,0,445.5357142857143
2024-12-09,North,Consumer,Second Class,Electronics,Monitor,5,0.04,36085.95,5802.8,0,7217.19
2023-07-19,South,Home Office,Standard Class,Furniture,Table,2,0.11,2515.21,318.13,0,1257.605
2023-06-16,North,Home Office,Standard Class,Furniture,Table,2,0.04,3835.51,786.05,0,1917.755
2023-12-22,East,Consumer,Second Class,Electronics,Laptop,8,0.19,39659.23,9349.27,0,4957.40375
2024-08-20,East,Consumer,Standard Class,Electronics,Laptop,2,0.19,6727.53,1543.44,0,3363.765
2023-12-24,West,Home Office,Same Day,Furniture,Chair,3,0.09,10512.72,2496.17,0,3504.24
2024-06-18,West,Consumer,Same Day,Electronics,Tablet,7,0.07,41590.55,10000.16,0,5941.507142857144
2025-12-11,East,Corporate,Same Day,Furniture,Chair,7,0.0,31929.5,8127.93,0,4561.357142857143
2025-09-24,South,Corporate,Same Day,Electronics,Tablet,5,0.15,31738.13,7000.31,0,6347.626
2024-02-12,North,Consumer,Second Class,Office Supplies,Storage Box,7,0.06,4131.98,1068.73,0,590.2828571428571
2024-09-24,South,Consumer,Standard Class,Electronics,Smartphone,3,0.17,11951.94,2486.36,0,3983.98
2024-03-20,East,Corporate,Same Day,Office Supplies,Pen,4,0.22,1901.22,423.61,0,475.305
2024-03-18,West,Home Office,Standard Class,Electronics,Tablet,1,0.06,4214.38,1060.56,0,4214.38
2025-03-01,West,Consumer,First Class,Furniture,Chair,1,0.04,2698.54,548.64,0,2698.54
2025-01-16,East,Consumer,Second Class,Furniture,Sofa,1,0.18,1556.56,276.52,0,1556.56
2025-04-06,East,Consumer,Same Day,Office Supplies,Notebook,3,0.1,1191.34,152.31,0,397.1133333333333
2025-03-24,South,Corporate,Same Day,Office Supplies,Storage Box,5,0.01,3620.03,797.67,0,724.0060000000001
2024-12-08,West,Corporate,First Class,Furniture,Chair,5,0.07,26100.31,3483.03,0,5220.062
2024-11-25,East,Home Office,Second Class,Office Supplies,Printer,4,0.19,1793.34,328.64,0,448.335
2024-10-23,South,Consumer,Standard Class,Electronics,Monitor,7,0.19,34942.57,7308.39,0,4991.795714285714
2024-12-10,East,Consumer,Standard Class,Office Supplies,Notebook,1,0.0,2302.52,93.42,1,2302.52
2025-10-13,North,Corporate,Same Day,Office Supplies,Pen,2,0.06,2439.03,587.33,0,1219.515
2025-11-04,North,Home Office,Same Day,Office Supplies,Storage Box,1,0.12,287.71,75.16,0,287.71
2025-02-15,North,Consumer,Second Class,Electronics,Smartphone,1,0.01,5842.86,814.3,0,5842.86
2025-07-13,North,Home Office,Same Day,Office Supplies,Printer,6,0.22,2358.74,526.74,0,393.1233333333333
2026-04-11,West,Home Office,Second Class,Office Supplies,Pen,4,0.17,1677.81,478.26,0,419.4525
2023-10-07,West,Home Office,Standard Class,Furniture,Chair,1,0.15,3083.33,389.71,0,3083.33
2026-05-07,South,Home Office,Second Class,Office Supplies,Printer,3,0.05,1471.93,275.72,0,490.6433333333334
2025-07-23,South,Corporate,Standard Class,Furniture,Table,6,0.15,13887.68,3552.49,0,2314.6133333333332
2024-08-11,West,Consumer,Standard Class,Office Supplies,Notebook,7,0.15,3515.35,649.6,0,502.1928571428571
2026-05-05,West,Corporate,Same Day,Furniture,Table,8,0.03,36401.16,9961.19,0,4550.145
2025-02-03,West,Consumer,Standard Class,Furniture,Desk,1,0.1,2618.1,514.53,0,2618.1
2023-10-19,West,Corporate,Same Day,Furniture,Table,5,0.13,26640.91,6902.88,0,5328.182
2025-04-08,West,Home Office,Standard Class,Electronics,Monitor,7,0.19,29001.36,6441.53,0,4143.051428571429
2024-01-01,North,Consumer,Second Class,Furniture,Sofa,2,0.2,5169.77,1440.58,0,2584.885
2025-10-27,North,Consumer,First Class,Furniture,Desk,4,0.02,55280.74,4472.4,1,13820.185
2025-09-29,East,Home Office,Second Class,Office Supplies,Printer,5,0.17,1630.01,289.73,0,326.002
2025-01-17,East,Corporate,Same Day,Furniture,Desk,2,0.07,6256.05,1782.69,0,3128.025
2025-02-13,East,Consumer,Same Day,Office Supplies,Storage Box,7,0.01,3923.43,1017.47,0,560.49
2023-11-08,East,Corporate,Standard Class,Electronics,Smartphone,7,0.15,44764.6,10981.76,0,6394.942857142857
2024-12-06,South,Corporate,Same Day,Office Supplies,Pen,4,0.19,3224.99,635.19,0,806.2475
2026-04-24,East,Home Office,Standard Class,Office Supplies,Printer,5,0.19,1360.11,329.87,0,272.022
2025-05-15,East,Home Office,Standard Class,Electronics,Smartphone,5,0.06,17757.25,2726.68,0,3551.45
2025-11-11,West,Home Office,First Class,Furniture,Sofa,4,0.08,13229.15,2023.29,0,3307.2875
2023-11-21,South,Consumer,Same Day,Office Supplies,Notebook,6,0.04,4128.64,1063.22,0,688.1066666666667
2026-02-16,North,Consumer,Same Day,Office Supplies,Printer,3,0.13,2047.95,449.44,0,682.65
2025-03-07,North,Home Office,Same Day,Electronics,Laptop,4,0.08,20637.24,2597.09,0,5159.31
2023-08-13,West,Consumer,First Class,Office Supplies,Pen,5,0.2,2876.3,388.94,0,575.26
2025-04-15,East,Consumer,Standard Class,Electronics,Smartphone,3,0.22,11029.39,2543.43,0,3676.463333333333
2024-04-01,East,Corporate,Second Class,Office Supplies,Pen,4,0.15,2167.58,364.51,0,541.895
2026-01-24,East,Corporate,Standard Class,Furniture,Chair,3,0.25,6413.61,1223.66,0,2137.87
2025-09-21,East,Home Office,Second Class,Furniture,Chair,6,0.05,11586.49,2582.39,0,1931.0816666666667
2026-02-19,West,Home Office,Standard Class,Office Supplies,Pen,8,0.24,2937.51,853.87,0,367.18875
2025-12-24,West,Home Office,Second Class,Electronics,Monitor,8,0.05,52756.07,8420.83,0,6594.50875
2025-08-30,South,Corporate,Same Day,Electronics,Tablet,4,0.12,25627.23,6385.44,0,6406.8075
2023-06-30,East,Corporate,Same Day,Electronics,Laptop,1,0.09,6027.26,1346.49,0,6027.26
2024-02-17,North,Home Office,Standard Class,Furniture,Sofa,1,0.21,1730.82,260.02,0,1730.82
2023-10-05,South,Corporate,Same Day,Office Supplies,Storage Box,4,0.24,2983.06,886.88,0,745.765
2023-12-13,South,Corporate,Second Class,Electronics,Laptop,6,0.08,46216.6,12678.69,0,7702.766666666666
2023-10-09,East,Consumer,Standard Class,Electronics,Smartphone,7,0.07,38214.28,10057.14,0,5459.182857142857
2025-05-09,North,Home Office,Same Day,Furniture,Sofa,1,0.16,2127.62,531.21,0,2127.62
2025-09-01,East,Home Office,First Class,Electronics,Monitor,2,0.01,8439.81,2091.43,0,4219.905
2025-11-28,East,Corporate,First Class,Office Supplies,Notebook,5,0.13,3968.5,551.54,0,793.7
2026-04-26,South,Consumer,Standard Class,Office Supplies,Printer,7,0.23,2797.48,369.47,0,399.64
2024-07-03,North,Home Office,Standard Class,Furniture,Chair,8,0.12,14803.79,4240.22,0,1850.47375
2024-07-10,North,Corporate,Same Day,Office Supplies,Pen,1,0.0,241.76,72.21,0,241.76
2024-05-06,North,Corporate,Same Day,Furniture,Chair,6,0.15,22776.84,4639.08,0,3796.14
2026-03-16,South,Consumer,Second Class,Office Supplies,Notebook,7,0.22,3246.93,799.14,0,463.84714285714284
2023-09-24,West,Home Office,Standard Class,Furniture,Chair,7,0.11,16103.3,4040.67,0,2300.4714285714285
2023-11-01,South,Corporate,Second Class,Furniture,Sofa,4,0.24,12585.93,3166.12,0,3146.4825
2024-09-05,South,Consumer,Same Day,Furniture,Desk,1,0.03,2730.42,796.05,0,2730.42
2026-03-19,East,Corporate,Standard Class,Office Supplies,Pen,7,0.15,3317.72,643.8,0,473.96
2023-11-13,East,Consumer,First Class,Electronics,Smartphone,8,0.13,45981.08,7377.83,0,5747.635
2024-03-04,West,Home Office,First Class,Electronics,Smartphone,4,0.14,19728.03,5697.87,0,4932.0075
2024-10-23,West,Corporate,First Class,Electronics,Laptop,6,0.15,57684.43,16452.98,0,9614.071666666667
2023-10-09,East,Consumer,Same Day,Electronics,Laptop,6,0.13,36503.17,8545.32,0,6083.861666666667
2023-08-17,East,Consumer,Second Class,Furniture,Desk,4,0.16,8274.36,1984.48,0,2068.59
2023-07-14,North,Corporate,Second Class,Electronics,Smartphone,3,0.0,20750.28,3291.81,0,6916.759999999999
2024-10-28,East,Consumer,Standard Class,Office Supplies,Pen,4,0.06,2658.1,543.08,0,664.525
2025-05-05,South,Consumer,Second Class,Furniture,Sofa,7,0.09,16112.3,4765.3,0,2301.7571428571428
2025-01-02,North,Home Office,Same Day,Electronics,Laptop,3,0.0,16754.21,2974.19,0,5584.736666666667
2026-01-25,East,Corporate,Standard Class,Office Supplies,Printer,4,0.01,1344.15,297.72,0,336.0375
2026-01-06,South,Home Office,First Class,Office Supplies,Storage Box,3,0.2,1174.43,281.62,0,391.4766666666667
2024-04-24,West,Consumer,Same Day,Office Supplies,Storage Box,1,0.05,683.45,123.57,0,683.45
2026-03-04,East,Consumer,Same Day,Furniture,Sofa,5,0.04,13001.99,3555.97,0,2600.398
2025-12-22,West,Corporate,First Class,Electronics,Tablet,2,0.17,18868.46,4742.08,0,9434.23
2025-07-16,West,Corporate,First Class,Furniture,Chair,8,0.13,26963.27,7270.43,0,3370.40875
2023-09-16,West,Corporate,Same Day,Furniture,Chair,2,0.23,7374.42,1760.7,0,3687.21
2025-05-07,North,Corporate,First Class,Furniture,Chair,1,0.0,4193.66,572.21,0,4193.66
2025-12-05,North,Corporate,First Class,Electronics,Smartphone,7,0.23,56316.76,11440.0,0,8045.251428571429
2025-07-12,West,Consumer,First Class,Electronics,Laptop,3,0.16,15524.93,3914.75,0,5174.9766666666665
2026-04-08,West,Corporate,First Class,Furniture,Chair,5,0.11,19618.82,5871.52,0,3923.764
2024-03-01,East,Home Office,Second Class,Electronics,Tablet,8,0.12,28151.39,5215.44,0,3518.92375
2024-02-18,East,Consumer,First Class,Office Supplies,Notebook,1,0.12,422.27,73.15,0,422.27
2023-10-22,South,Corporate,Second Class,Electronics,Laptop,7,0.0,59029.46,8211.57,0,8432.78
2023-12-19,South,Consumer,Standard Class,Electronics,Smartphone,5,0.03,29981.06,8483.04,0,5996.212
2026-04-23,South,Home Office,First Class,Electronics,Monitor,4,0.13,16036.03,2479.12,0,4009.0075
2024-09-18,West,Corporate,Standard Class,Electronics,Tablet,1,0.06,7525.1,1350.5,0,7525.1
2025-10-23,South,Consumer,Second Class,Office Supplies,Notebook,2,0.06,1842.15,285.76,0,921.075
2026-05-06,West,Consumer,Standard Class,Electronics,Tablet,8,0.05,46261.94,6143.38,0,5782.7425
2025-10-09,West,Corporate,Second Class,Office Supplies,Storage Box,4,0.13,3729.05,734.4,0,932.2625
2025-07-12,North,Consumer,Same Day,Furniture,Desk,2,0.13,4016.8,618.61,0,2008.4
2024-10-10,West,Home Office,First Class,Office Supplies,Printer,3,0.1,2375.96,573.67,0,791.9866666666667
2026-03-16,East,Corporate,First Class,Office Supplies,Pen,6,0.02,3690.46,1000.02,0,615.0766666666667
2024-11-02,South,Consumer,Standard Class,Office Supplies,Printer,2,0.04,3737.48,262.44,1,1868.74
2025-10-31,West,Corporate,Standard Class,Office Supplies,Notebook,2,0.14,1624.55,396.1,0,812.275
2023-12-17,North,Corporate,First Class,Furniture,Table,7,0.12,31930.04,5725.54,0,4561.434285714286
2025-05-20,West,Consumer,Second Class,Furniture,Table,2,0.18,5349.68,1113.09,0,2674.84
2023-08-21,East,Consumer,First Class,Furniture,Sofa,7,0.09,15584.57,2672.35,0,2226.367142857143
2023-06-15,South,Corporate,Standard Class,Furniture,Sofa,4,0.04,10347.08,2244.96,0,2586.77
2026-02-01,North,Consumer,First Class,Office Supplies,Notebook,6,0.13,3318.47,796.94,0,553.0783333333333
2025-02-01,South,Corporate,First Class,Electronics,Tablet,1,0.2,5719.68,797.66,0,5719.68
2026-05-08,South,Consumer,Standard Class,Furniture,Chair,5,0.11,10761.21,2695.38,0,2152.2419999999997
2024-06-25,East,Corporate,Same Day,Furniture,Chair,5,0.08,14295.29,3759.25,0,2859.058
2025-06-09,South,Home Office,Second Class,Electronics,Laptop,7,0.08,24277.94,3582.36,0,3468.2771428571427
